rule_name,conditions,n,failrate_pct,winrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,avg_drawdown_t5_pct,action,confidence,reason
V202_RULE_050,market_context fomo/hưng phấn + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,238,56.3,31.51,-0.779,-1.107,-6.027,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_235,stock_dist_ma20 3-8% + market_context fomo/hưng phấn + label:structure_context_KHÔNG_RÕ_NỀN,64,56.25,37.5,-0.894,-1.192,-6.385,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_236,stock_dist_ma20 3-8% + market_context fomo/hưng phấn + label:score_bucket_80+,64,56.25,37.5,-0.581,-0.879,-6.101,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_237,sideway_score20 >= 2 + market_ret5 > 4% + label:score_bucket_80+,32,56.25,34.38,0.264,-1.035,-4.931,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_051,market_context fomo/hưng phấn + label:extension_context_KHÔNG_QUÁ_NÓNG,178,56.18,30.9,-0.585,-1.014,-5.613,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_052,stock_dist_ma20 < -3% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,292,56.16,30.14,-1.235,-1.297,-5.383,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_238,stock_dist_ma20 3-8% + range20 <= 10% + label:market_regime_TĂNG_MẠNH,41,56.1,21.95,-0.07,-1.313,-4.095,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_239,volume_ratio 1.2-2.0x + market_context fomo/hưng phấn + label:volume_context_VOLUME_TĂNG_VỪA,41,56.1,31.71,-1.144,-1.142,-6.671,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_240,volume_ratio 1.2-2.0x + sideway_score20 >= 2 + label:market_context_MARKET_ỦNG_HỘ,91,56.04,21.98,-0.63,-0.624,-3.365,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_241,stock_dist_ma20 < -3% + volume_ratio < 1x + drawdown20 < -15%,116,56.03,27.59,-1.132,-1.4,-5.559,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_242,stock_dist_ma20 < -3% + volume_ratio < 1x + label:risk_context_DRAWDOWN_SÂU,116,56.03,27.59,-1.132,-1.4,-5.559,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_243,volume_ratio < 1x + drawdown20 < -15% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,116,56.03,27.59,-1.132,-1.4,-5.559,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_244,stock_dist_ma20 < -3% + volume_ratio < 1x + label:score_bucket_80+,100,56.0,30.0,-0.66,-1.274,-5.42,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_245,stock_dist_ma20 3-8% + range20 <= 10% + label:score_bucket_80+,68,55.88,20.59,-0.323,-1.419,-3.898,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_246,stock_dist_ma20 3-8% + market_context fomo/hưng phấn + label:volatility_context_VOLATILITY_TRUNG_TÍNH,34,55.88,38.24,-0.501,-1.08,-5.833,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_247,stock_dist_ma20 < -3% + volume_ratio < 1x + label:volume_context_VOLUME_TĂNG_VỪA,34,55.88,29.41,-1.241,-1.876,-5.884,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_248,volume_ratio 1.2-2.0x + sideway_score20 >= 2 + label:market_regime_TÍCH_CỰC,34,55.88,17.65,-0.502,-0.75,-3.043,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_053,market_context fomo/hưng phấn + label:structure_context_KHÔNG_RÕ_NỀN,179,55.87,34.08,-0.912,-0.995,-6.511,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_249,stock_dist_ma20 3-8% + volatility_contraction20 < 0.8 + drawdown20 -10% to 0%,145,55.86,26.21,-0.579,-0.842,-4.899,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_250,stock_dist_ma20 3-8% + volatility_contraction20 < 0.8 + label:risk_context_PULLBACK_LÀNH_MẠNH,145,55.86,26.21,-0.579,-0.842,-4.899,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_251,stock_dist_ma20 3-8% + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_CO_HẸP,145,55.86,26.21,-0.579,-0.842,-4.899,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_252,volatility_contraction20 < 0.8 + drawdown20 -10% to 0% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,145,55.86,26.21,-0.579,-0.842,-4.899,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_253,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:structure_context_KHÔNG_RÕ_NỀN,120,55.83,33.33,-0.684,-0.75,-6.377,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_054,stock_dist_ma20 3-8% + volume_ratio > 3x,43,55.81,20.93,-0.476,-2.059,-5.158,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_055,volume_ratio > 3x + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,43,55.81,20.93,-0.476,-2.059,-5.158,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_254,stock_dist_ma20 3-8% + volume_ratio > 3x + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,43,55.81,20.93,-0.476,-2.059,-5.158,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_255,stock_dist_ma20 3-8% + volume_ratio > 3x + label:extension_context_KHÔNG_QUÁ_NÓNG,43,55.81,20.93,-0.476,-2.059,-5.158,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_256,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:extension_context_KHÔNG_QUÁ_NÓNG,147,55.78,29.25,-0.479,-1.092,-5.431,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_257,stock_dist_ma20 3-8% + market_dist_ma20 > 5% + label:structure_context_KHÔNG_RÕ_NỀN,52,55.77,36.54,-0.852,-1.076,-5.975,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_056,stock_dist_ma20 3-8% + volatility_contraction20 < 0.8,165,55.76,26.06,-0.699,-0.985,-4.954,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_057,stock_dist_ma20 3-8% + label:volatility_context_VOLATILITY_CO_HẸP,165,55.76,26.06,-0.699,-0.985,-4.954,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_058,volatility_contraction20 < 0.8 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,165,55.76,26.06,-0.699,-0.985,-4.954,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_258,stock_dist_ma20 3-8% + volatility_contraction20 < 0.8 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,165,55.76,26.06,-0.699,-0.985,-4.954,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_259,stock_dist_ma20 3-8% + volatility_contraction20 < 0.8 + label:volatility_context_VOLATILITY_CO_HẸP,165,55.76,26.06,-0.699,-0.985,-4.954,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_059,market_dist_ma20 > 5% + label:structure_context_KHÔNG_RÕ_NỀN,122,55.74,34.43,-0.885,-1.002,-6.326,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_260,volume_ratio < 1x + market_ret5 > 4% + label:structure_context_KHÔNG_RÕ_NỀN,70,55.71,27.14,-1.192,-1.39,-6.055,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_261,stock_dist_ma20 3-8% + sideway_score20 >= 2 + range20 <= 10%,63,55.56,25.4,-0.121,-0.95,-3.789,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_262,stock_dist_ma20 3-8% + range20 <= 10% + label:structure_context_CÓ_NỀN___SIDEWAY,63,55.56,25.4,-0.121,-0.95,-3.789,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_263,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + market_context risk-off,63,55.56,28.57,-2.277,-2.692,-6.486,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_264,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:market_context_MARKET_RISK-OFF,63,55.56,28.57,-2.277,-2.692,-6.486,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_265,stock_dist_ma20 < -3% + market_context risk-off + label:volatility_context_VOLATILITY_CO_HẸP,63,55.56,28.57,-2.277,-2.692,-6.486,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_266,sideway_score20 >= 2 + range20 <= 10% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,63,55.56,25.4,-0.121,-0.95,-3.789,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_267,volatility_contraction20 < 0.8 + market_context risk-off + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,63,55.56,28.57,-2.277,-2.692,-6.486,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_268,sideway_score20 >= 2 + market_ret5 > 4% + market_context fomo/hưng phấn,45,55.56,24.44,-0.405,-1.491,-4.936,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_269,sideway_score20 >= 2 + market_ret5 > 4% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,45,55.56,24.44,-0.405,-1.491,-4.936,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_270,market_ret5 > 4% + market_context fomo/hưng phấn + label:structure_context_CÓ_NỀN___SIDEWAY,45,55.56,24.44,-0.405,-1.491,-4.936,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_271,volatility_contraction20 < 0.8 + drawdown20 < -15% + label:market_context_MARKET_ỦNG_HỘ,36,55.56,16.67,-2.294,-1.994,-5.525,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_060,stock_dist_ma20 3-8% + sideway_score20 >= 2,128,55.47,27.34,-0.383,-1.225,-4.21,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_061,stock_dist_ma20 3-8% + label:structure_context_CÓ_NỀN___SIDEWAY,128,55.47,27.34,-0.383,-1.225,-4.21,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_062,sideway_score20 >= 2 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,128,55.47,27.34,-0.383,-1.225,-4.21,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_272,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,128,55.47,27.34,-0.383,-1.225,-4.21,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_273,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:extension_context_KHÔNG_QUÁ_NÓNG,128,55.47,27.34,-0.383,-1.225,-4.21,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_274,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:structure_context_CÓ_NỀN___SIDEWAY,128,55.47,27.34,-0.383,-1.225,-4.21,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_275,stock_dist_ma20 3-8% + drawdown20 -10% to 0% + label:market_regime_RẤT_YẾU,101,55.45,34.65,-0.795,-1.088,-6.097,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_276,market_dist_ma20 > 5% + drawdown20 -10% to 0% + label:score_bucket_80+,101,55.45,33.66,-0.475,-0.719,-5.662,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_277,stock_dist_ma20 3-8% + volatility_contraction20 < 0.8 + label:market_context_MARKET_ỦNG_HỘ,83,55.42,22.89,-0.835,-1.214,-5.002,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_278,stock_dist_ma20 < -3% + volume_ratio < 1x + volatility_contraction20 < 0.8,231,55.41,24.24,-1.748,-2.277,-5.746,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_279,stock_dist_ma20 < -3% + volume_ratio < 1x + label:volatility_context_VOLATILITY_CO_HẸP,231,55.41,24.24,-1.748,-2.277,-5.746,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_280,volume_ratio < 1x + volatility_contraction20 < 0.8 + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,231,55.41,24.24,-1.748,-2.277,-5.746,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_281,stock_dist_ma20 < -3% + volume_ratio < 1x + label:structure_context_KHÔNG_RÕ_NỀN,470,55.32,29.57,-1.142,-1.549,-5.55,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_063,sideway_score20 >= 2 + market_ret5 > 4%,47,55.32,25.53,-0.227,-1.307,-4.765,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_064,market_ret5 > 4% + label:structure_context_CÓ_NỀN___SIDEWAY,47,55.32,25.53,-0.227,-1.307,-4.765,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_282,stock_dist_ma20 > 8% + volatility_contraction20 > 1.3 + label:extension_context_KHÔNG_QUÁ_NÓNG,47,55.32,25.53,-0.219,-1.069,-6.114,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_283,sideway_score20 >= 2 + market_ret5 > 4% + label:extension_context_KHÔNG_QUÁ_NÓNG,47,55.32,25.53,-0.227,-1.307,-4.765,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_284,sideway_score20 >= 2 + market_ret5 > 4% + label:structure_context_CÓ_NỀN___SIDEWAY,47,55.32,25.53,-0.227,-1.307,-4.765,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_065,stock_dist_ma20 3-8% + label:volume_context_VOLUME_TĂNG_VỪA,264,55.3,31.44,-0.46,-0.8,-5.098,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_285,market_dist_ma20 > 5% + drawdown20 -10% to 0% + label:structure_context_KHÔNG_RÕ_NỀN,85,55.29,34.12,-0.778,-0.827,-6.255,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_286,volume_ratio < 1x + volatility_contraction20 < 0.8 + label:market_regime_TĂNG_MẠNH,203,55.17,26.11,-1.131,-1.524,-5.108,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_287,stock_ret5 > 8% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TĂNG_VỪA,49,55.1,36.73,0.239,0.037,-6.32,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_288,stock_dist_ma20 3-8% + range20 <= 10% + label:market_context_MARKET_ỦNG_HỘ,49,55.1,20.41,-0.504,-1.565,-3.957,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_289,stock_dist_ma20 < -3% + volume_ratio < 1x + label:score_bucket_70-79,149,55.03,28.19,-1.356,-2.088,-5.62,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_066,volatility_contraction20 < 0.8 + label:market_regime_TĂNG_MẠNH,280,55.0,26.07,-0.974,-1.412,-5.106,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_290,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:volatility_context_VOLATILITY_TRUNG_TÍNH,60,55.0,25.0,-0.823,-1.387,-4.252,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_291,sideway_score20 >= 2 + market_ret5 > 4% + label:market_regime_TĂNG_MẠNH,40,55.0,25.0,-0.164,-1.354,-5.089,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
